,Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging
55060,ELEC,Firestone Complete Auto Care - West Pflugerville,15101 IH35 North,"On the left side of the building, to ||the left of the main door||",Pflugerville,TX,78660,,888-998-2546,E,,Public,24 hours daily,,,,,,2.0,,,Blink Network,http://www.blinkcharging.com/,GPS,30.443287,-97.666997,2023-10-30,218238,2023-10-30 00:02:36 UTC,,,,2022-03-22,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,False
55071,ELEC,Shell,15900 N I-35,,Austin,TX,78728,,,P,2024-01-01,PLANNED - not yet accessible (Public),24 hours daily,,,,,,,4.0,,Non-Networked,,200-8,30.45659,-97.6679,2023-08-10,218390,2023-08-10 16:58:49 UTC,P,,,,,,,,CHADEMO J1772COMBO,US,,,,PRÉVU - pas encore accessible (Public),,Public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,False,,,,,,,,LD,False
55092,ELEC,Shell,1909 Kelly Ln,,Pflugerville,TX,78660,,512-251-5215,P,2024-01-01,PLANNED - not yet accessible (Public),24 hours daily,,,,,,,4.0,,Non-Networked,,200-8,30.46945,-97.58957,2023-09-14,218413,2023-09-14 14:01:49 UTC,P,,,,,,,,CHADEMO J1772COMBO,US,,,,PRÉVU - pas encore accessible (Public),,Public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,False,,,,,,,,LD,False
55712,ELEC,PIE AE AUSTIN HS DCFC4,2102 Veterans Dr,,Austin,TX,78703,,888-758-4389,T,2023-10-27,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,,1.0,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.274796,-97.769882,2023-10-30,220383,2023-10-30 00:36:17 UTC,,,,2022-06-01,,,,,CHADEMO J1772COMBO,US,,,,TEMPORAIREMENT SUSPENDU (Public),,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
55713,ELEC,PIE AE AUSTIN HS DCFC3,2102 Veterans Dr,,Austin,TX,78703,,888-758-4389,E,,Public,24 hours daily,,,,,,,1.0,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.274804,-97.769851,2023-10-30,220384,2023-10-30 00:40:32 UTC,,,,2022-06-01,,,,,CHADEMO J1772COMBO,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
55714,ELEC,PIE AE AUSTIN HS DCFC2,2102 Veterans Dr,,Austin,TX,78703,,888-758-4389,E,,Public,24 hours daily,,,,,,,1.0,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.27481,-97.769822,2023-10-30,220385,2023-10-30 00:40:32 UTC,,,,2022-06-01,,,,,CHADEMO J1772COMBO,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
55715,ELEC,PIE AE AUSTIN HS DCFC1,2102 Veterans Dr,,Austin,TX,78703,,888-758-4389,E,,Public,24 hours daily,,,,,,,1.0,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.274823,-97.769768,2023-10-30,220386,2023-10-30 00:40:32 UTC,,,,2022-06-01,,,,,CHADEMO J1772COMBO,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
55865,ELEC,PIE AE SEAHOLM DC7,900 Electric Dr,,Austin,TX,78703,,888-758-4389,E,,Public,24 hours daily,,,,,,,1.0,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.267042,-97.75453,2023-10-30,220750,2023-10-30 00:30:01 UTC,,,,2022-06-04,,,,,CHADEMO J1772COMBO,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
55866,ELEC,PIE AE SEAHOLM DC4,900 Electric Dr,,Austin,TX,78703,,888-758-4389,E,,Public,24 hours daily,,,,,,,1.0,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.266936,-97.754251,2023-10-30,220752,2023-10-30 00:36:03 UTC,,,,2022-06-04,,,,,CHADEMO J1772COMBO,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
55867,ELEC,PIE AE SEAHOLM DC1,812 Electric Dr,,Austin,TX,78703,,888-758-4389,T,2023-10-27,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,,1.0,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.266878,-97.754108,2023-10-30,220753,2023-10-30 00:43:27 UTC,,,,2022-06-04,,,,,CHADEMO J1772COMBO,US,,,,TEMPORAIREMENT SUSPENDU (Public),,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
55868,ELEC,PIE AE SEAHOLM DC3,900 Electric Dr,,Austin,TX,78703,,888-758-4389,E,,Public,24 hours daily,,,,,,,1.0,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.266973,-97.754243,2023-10-30,220754,2023-10-30 00:43:28 UTC,,,,2022-06-04,,,,,J1772COMBO,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
55869,ELEC,PIE AE SEAHOLM DC2,812 Electric Dr,,Austin,TX,78703,,888-758-4389,E,,Public,24 hours daily,,,,,,,1.0,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.266867,-97.754082,2023-10-30,220755,2023-10-30 00:43:28 UTC,,,,2022-06-04,,,,,CHADEMO J1772COMBO,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
55871,ELEC,PIE AE SEAHOLM DC5,900 Electric Dr,,Austin,TX,78703,,888-758-4389,E,,Public,24 hours daily,,,,,,,1.0,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.26697,-97.754407,2023-10-30,220758,2023-10-30 00:49:25 UTC,,,,2022-06-04,,,,,CHADEMO J1772COMBO,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
55872,ELEC,PIE AE SEAHOLM DC6,900 Electric Dr,,Austin,TX,78703,,888-758-4389,E,,Public,24 hours daily,,,,,,,1.0,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.266989,-97.7544,2023-10-30,220759,2023-10-30 00:49:25 UTC,,,,2022-06-04,,,,,CHADEMO J1772COMBO,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
55873,ELEC,PIE AE SEAHOLM DC8,900 Electric Dr,,Austin,TX,78703,,888-758-4389,E,,Public,24 hours daily,,,,,,,1.0,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.267013,-97.754535,2023-10-30,220760,2023-10-30 00:49:25 UTC,,,,2022-06-04,,,,,CHADEMO J1772COMBO,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
56329,ELEC,TXDOTHOUDHQ POOL CHARGER 1,6321 E Stassney Ln,,Austin,TX,78744,,888-758-4389,E,,Public,24 hours daily,,,,,,1.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.204646,-97.716911,2023-10-30,221611,2023-10-30 00:58:57 UTC,,,,2022-06-22,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
56330,ELEC,TXDOTHOUDHQ POOL CHARGER 2,6321 E Stassney Ln,,Austin,TX,78744,,888-758-4389,E,,Public,24 hours daily,,,,,,1.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.204562,-97.716992,2023-10-30,221612,2023-10-30 00:58:57 UTC,,,,2022-06-22,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
56889,ELEC,DCMC GARAGE 3 LL #9,4900 Mueller Blvd,,Austin,TX,78723,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.303249,-97.705204,2023-10-30,222987,2023-10-30 00:57:59 UTC,,,,2022-07-09,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
56890,ELEC,DCMC GARAGE 3 LL #3,4900 Mueller Boulevard,,Austin,TX,78723,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.30329,-97.705654,2023-10-30,222988,2023-10-30 00:57:59 UTC,,,,2022-07-09,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
56891,ELEC,DCMC GARAGE 3 LL #4,4900 Mueller Boulevard,,Austin,TX,78723,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.303281,-97.70566,2023-10-30,222989,2023-10-30 00:57:59 UTC,,,,2022-07-09,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
56892,ELEC,DCMC GARAGE 3 LL #5,4900 Mueller Boulevard,,Austin,TX,78723,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.303174,-97.705771,2023-10-30,222990,2023-10-30 00:58:00 UTC,,,,2022-07-09,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
56893,ELEC,DCMC GARAGE 3 LL #2,4900 Mueller Boulevard,,Austin,TX,78723,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.303301,-97.705645,2023-10-30,222991,2023-10-30 00:58:00 UTC,,,,2022-07-09,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
56894,ELEC,DCMC GARAGE 3 LL #8,4900 Mueller Boulevard,,Austin,TX,78723,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.303223,-97.705289,2023-10-30,222992,2023-10-30 00:58:00 UTC,,,,2022-07-09,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
56895,ELEC,DCMC GARAGE 3 LL #6,4900 Mueller Boulevard,,Austin,TX,78723,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.303255,-97.705335,2023-10-30,222993,2023-10-30 00:58:00 UTC,,,,2022-07-09,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
56896,ELEC,DCMC GARAGE 3 LL #1,4900 Mueller Boulevard,,Austin,TX,78723,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.303339,-97.705606,2023-10-30,222994,2023-10-30 00:58:00 UTC,,,,2022-07-09,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
56897,ELEC,DCMC GARAGE 3 L1 #13,4900 Mueller Boulevard,,Austin,TX,78723,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.303141,-97.705403,2023-10-30,222995,2023-10-30 00:58:00 UTC,,,,2022-07-09,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
56898,ELEC,DCMC GARAGE 3 L1 #12,4900 Mueller Boulevard,,Austin,TX,78723,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.303173,-97.705355,2023-10-30,222996,2023-10-30 00:58:00 UTC,,,,2022-07-09,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
56899,ELEC,DCMC GARAGE 3 L1 #11,4900 Mueller Boulevard,,Austin,TX,78723,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.303241,-97.705391,2023-10-30,222997,2023-10-30 00:58:00 UTC,,,,2022-07-09,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
56900,ELEC,DCMC GARAGE 3 L1 #15,4900 Mueller Boulevard,,Austin,TX,78723,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.303008,-97.705534,2023-10-30,222998,2023-10-30 00:58:00 UTC,,,,2022-07-09,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
56901,ELEC,DCMC GARAGE 3 L1 #14,4900 Mueller Boulevard,,Austin,TX,78723,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.303172,-97.705725,2023-10-30,222999,2023-10-30 00:58:01 UTC,,,,2022-07-09,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
56902,ELEC,DCMC GARAGE 3 L1 #10,4900 Mueller Boulevard,,Austin,TX,78723,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.303257,-97.705357,2023-10-30,223000,2023-10-30 00:58:01 UTC,,,,2022-07-09,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
57124,ELEC,CONCORD AUSTIN STATION 6,7330 Bluff Springs Rd,,Austin,TX,78744,,888-758-4389,E,,Public,24 hours daily,,,,,,1.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.180306,-97.773071,2023-10-30,223312,2023-10-30 00:16:56 UTC,,,,2022-07-12,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
57197,ELEC,ARBORETUM GARAG ARBORETUM GARAG,10000 Research Blvd,,Austin,TX,78759,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.390547,-97.74802,2023-10-30,223474,2023-10-30 00:59:31 UTC,,,,2022-07-14,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
57256,ELEC,THE MICHAEL STATION 1,13535 Lyndhurst St,,Austin,TX,78717,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.477094,-97.785112,2023-10-30,223572,2023-10-30 00:16:47 UTC,,,,2022-07-17,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
74028,ELEC,44 SOUTH CP STATION 1,4411 S Congress Ave,,Austin,TX,78745,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.216599,-97.767349,2023-10-30,307757,2023-10-30 01:09:58 UTC,,,,2023-08-24,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
74151,ELEC,NALLE WOODS NALLE WOODS 2,4700 N Capital of Texas Hwy,,Austin,TX,78746,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.345682,-97.802525,2023-10-30,308037,2023-10-30 01:09:26 UTC,,,,2023-08-29,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
74184,ELEC,Graviti Energy - Wingate by Wyndham,1209 N I-35 Frontage Rd,,Round Rock,TX,78664,,949-945-2000,E,,Public - Credit card at all times,24 hours daily,CREDIT M V,,,,,5.0,,,GRAVITI_ENERGY,https://gravitienergy.com/,GPS,30.5194087415096,-97.6873067471608,2023-09-14,308124,2023-09-14 14:01:49 UTC,P,,,2023-06-30,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,Public,CREDIT_CARD_ALWAYS,,HOTEL,,,,,,,$0.38 per kWh,,,,,,,,,,False,,,,,,,,LD,False
74239,ELEC,Graviti Energy - The Shoppes At Wells Branch,Heatherwilde & Wells Branch Pkwy,,Pflugerville,TX,78660,,949-945-2000,E,,Public - Credit card at all times,24 hours daily,CREDIT M V,,,,,8.0,,,GRAVITI_ENERGY,https://gravitienergy.com/,GPS,30.4326384308349,-97.6529755760007,2023-09-14,308183,2023-09-14 14:01:49 UTC,P,,,2023-07-17,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,Public,CREDIT_CARD_ALWAYS,,SHOPPING_CENTER,,,,,,,$0.38 per kWh,,,,,,,,,,False,,,,,,,,LD,False
74240,ELEC,Graviti Energy - Whitestone Square,500 W Whitestone Blvd,,Cedar Park,TX,78613,,949-945-2000,E,,Public - Credit card at all times,24 hours daily,CREDIT M V,,,,,16.0,,,GRAVITI_ENERGY,https://gravitienergy.com/,GPS,30.5184776447891,-97.8353895336688,2023-09-14,308184,2023-09-14 14:01:49 UTC,P,,,2023-07-17,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,Public,CREDIT_CARD_ALWAYS,,OTHER,,,,,,,$0.38 per kWh,,,,,,,,,,False,,,,,,,,LD,False
74430,ELEC,FOUNDRY II FOUNDRY II:2,1600 E 4th St,,Austin,TX,78702,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.261292,-97.727095,2023-10-30,308622,2023-10-30 00:49:24 UTC,,,,2023-09-07,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
74431,ELEC,FOUNDRY II FOUNDRY II:4,1600 E 4th St,,Austin,TX,78702,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.261236,-97.727116,2023-10-30,308623,2023-10-30 00:49:32 UTC,,,,2023-09-07,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
74432,ELEC,FOUNDRY II FOUNDRY II:1,1604 E 4th St,,Austin,TX,78702,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.261245,-97.726966,2023-10-30,308624,2023-10-30 00:52:56 UTC,,,,2023-09-07,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
74433,ELEC,FOUNDRY II FOUNDRY II:3,1604 E 4th St,,Austin,TX,78702,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.261227,-97.72703,2023-10-30,308625,2023-10-30 00:52:56 UTC,,,,2023-09-07,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
74580,ELEC,The Warner,2670 S. A W Grimes,,Round Rock,TX,78664,,888-998-2546,E,,Public,24 hours daily,,,,,,6.0,,,Blink Network,http://www.blinkcharging.com/,GPS,30.4828568,-97.64857,2023-10-29,308942,2023-10-29 23:58:25 UTC,,,,2022-05-17,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
74645,ELEC,Stonebridge Plaza,9606 North Mopac Expressway,,Austin,TX,78759,,888-998-2546,E,,Public,24 hours daily,,,,,,5.0,,,Blink Network,http://www.blinkcharging.com/,GPS,30.3861107,-97.736493,2023-10-29,309008,2023-10-29 23:59:03 UTC,,,,2014-04-24,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
74699,ELEC,Colorado Tower,303 COLORADO ST,,austin,TX,78701,,888-998-2546,E,,Public,24 hours daily,,,,,,2.0,,,Blink Network,http://www.blinkcharging.com/,GPS,30.2658296,-97.744641,2023-10-29,309066,2023-10-29 23:59:18 UTC,,,,2022-10-26,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
74814,ELEC,Radius on Grove,2301 Grove Boulevard,,Austin,TX,78741,,888-998-2546,E,,Public,24 hours daily,,,,,,2.0,,,Blink Network,http://www.blinkcharging.com/,GPS,30.2232995,-97.707007,2023-10-29,309185,2023-10-30 00:00:00 UTC,,,,2022-01-05,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
74815,ELEC,Cascade Condominiums Community Inc,2500 Longview St,,Austin,TX,78705,,888-998-2546,E,,Public,24 hours daily,,,,,,8.0,,,Blink Network,http://www.blinkcharging.com/,GPS,30.2898281,-97.7509178,2023-10-29,309186,2023-10-30 00:00:00 UTC,,,,2022-11-28,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
74947,ELEC,Lantana Ridge,6636 West William Cannon Drive,,Austin,TX,78735,,888-998-2546,E,,Public,24 hours daily,,,,,,2.0,,,Blink Network,http://www.blinkcharging.com/,GPS,30.2473253,-97.8641752,2023-10-30,309332,2023-10-30 00:00:42 UTC,,,,2022-11-15,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
75228,ELEC,Garage,812 W 23rd St,,Austin,TX,78705,,888-998-2546,E,,Public,24 hours daily,,,,,,8.0,,,Blink Network,http://www.blinkcharging.com/,GPS,30.286947,-97.745766,2023-10-30,309634,2023-10-30 00:02:13 UTC,,,,2023-06-13,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
75504,ELEC,Griffis at Riata,5705 Diehl Trail,,Austin,TX,78727,,888-998-2546,E,,Public,24 hours daily,,,,,,3.0,,,Blink Network,http://www.blinkcharging.com/,GPS,30.4354516,-97.7411186,2023-10-30,309924,2023-10-30 00:04:20 UTC,,,,2016-05-25,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
75554,ELEC,Monarch by Windsor,801 W 5th Street,,Austin,TX,78703,,888-998-2546,T,2023-09-11,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2.0,,,Blink Network,http://www.blinkcharging.com/,GPS,30.269227,-97.7516455,2023-10-30,309977,2023-10-30 00:04:52 UTC,,,,2016-12-13,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
75559,ELEC,Elan East,2900 Manor Road,,Austin,TX,78722,,888-998-2546,E,,Public,24 hours daily,,,,,,1.0,,,Blink Network,http://www.blinkcharging.com/,GPS,30.286438,-97.71047699999995,2023-10-30,309982,2023-10-30 00:04:52 UTC,,,,2014-05-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
75643,ELEC,Alexan Riverside,1400 Royal Crest Drive,,Austin,TX,78741,,888-998-2546,E,,Public,24 hours daily,,,,,,4.0,,,Blink Network,http://www.blinkcharging.com/,GPS,30.24178751823029,-97.72902474759496,2023-10-30,310068,2023-10-30 00:05:22 UTC,,,,2023-08-25,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
76156,ELEC,NATIONAL INSTRU 21&22;,11500 N Mopac Expy,,Austin,TX,78759,,888-758-4389,T,2023-10-16,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.408382,-97.726244,2023-10-30,310700,2023-10-30 00:25:40 UTC,,,,2023-09-15,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
76476,ELEC,Summit I,810 Hesters Crossing Road,,Round Rock,TX,78681,,888-998-2546,E,,Public,24 hours daily,,,,,,1.0,,,Blink Network,http://www.blinkcharging.com/,GPS,30.485316571119498,-97.6877930766392,2023-10-30,311270,2023-10-30 00:07:38 UTC,,,,2023-09-05,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
76477,ELEC,Summit II,710 Hesters Crossing Road,,Round Rock,TX,78681,,888-998-2546,E,,Public,24 hours daily,,,,,,1.0,,,Blink Network,http://www.blinkcharging.com/,GPS,30.4861039868537,-97.68491162081706,2023-10-30,311271,2023-10-30 00:07:42 UTC,,,,2023-09-05,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
76487,ELEC,AISD SANCHEZ,70 1/2 Waller St,,Austin,TX,78702,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.257474,-97.734095,2023-10-30,311282,2023-10-30 00:52:48 UTC,,,,2023-09-22,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
76500,ELEC,SAN MARIN PHASE 2,3625 Duval Rd,,Austin,TX,78759,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.411329,-97.72209,2023-10-30,311300,2023-10-30 01:09:46 UTC,,,,2023-09-22,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
76502,ELEC,SAN MARIN PHASE 1,4025 Duval Rd,,Austin,TX,78759,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.411388,-97.727054,2023-10-30,311302,2023-10-30 01:09:46 UTC,,,,2023-09-22,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
76553,ELEC,PIE AE PALMER STATION2,800 Barton Springs Rd,,Austin,TX,78704,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.259201,-97.751695,2023-10-30,311394,2023-10-30 00:20:40 UTC,,,,2023-09-23,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
76611,ELEC,CALIZA STATION 2,12638 Ridgeline Blvd,,Cedar Park,TX,78613,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.466059,-97.809405,2023-10-30,311584,2023-10-30 01:10:36 UTC,,,,2023-09-26,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
76612,ELEC,CALIZA STATION 1,12638 Ridgeline Blvd,,Cedar Park,TX,78613,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.466201,-97.809439,2023-10-30,311585,2023-10-30 01:10:36 UTC,,,,2023-09-26,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
